"","Data","Trait","Top_percentage_to_select","PM","TBV_QP","TBV_Trad","Mean_BV_QP","Mean_BV_Trad","Var_Opt_QP","Var_Trad","Expected_Loss_QP","Expected_Loss_Trad","Ratio_QP","Ratio_Trad","Av_Rel_QP","Ave_Rel_Trad","Ratio_Mean","Ratio_Var","Ratio_Ave_Rel"
"11","Across_Dataset","T7",0.1,9.677419355,17.59382993,17.91824642,0.549807185,0.559945201,1506.721926,2126.550097,-1489.128096,-2108.63185,0.011676892,0.00842597,1.461657442,2.628972731,0.981894629,0.708528771,0.55598045
"12","Across_Dataset","T7",0.2,22.22222222,35.21082197,35.70176276,0.550169093,0.557840043,6182.148233,8484.679816,-6146.937411,-8448.978053,0.005695564,0.004207791,1.504354023,2.508405589,0.986248836,0.728624812,0.599725192
"13","Across_Dataset","T8",0.1,32.25806452,6844.55725,6898.782564,213.8924141,215.5869551,1528.56849,2045.192764,5315.98876,4853.589801,4.477756342,3.373169848,1.482949511,2.628972731,0.992139872,0.747395804,0.564079457
"14","Across_Dataset","T8",0.2,25.3968254,13633.92397,13757.00228,213.0300621,214.9531607,6193.959221,8405.66469,7439.964752,5351.337594,2.201164633,1.636634673,1.507257345,2.508405589,0.991053406,0.73687917,0.600882629
"15","Across_Dataset","T1",0.1,62.5,207.6347165,219.358581,6.291961106,6.647229728,14.22265679,129.4562084,193.4120597,89.9023726,14.59886993,1.694461654,0.017031036,0.065586219,0.946553882363429,0.109864617277019,0.259674002552274
"16","Across_Dataset","T1",0.2,81.53846154,359.2376585,376.0116192,5.526733207,5.784794142,21.57715501,120.9068356,337.6605035,255.1047836,16.64898168,3.109928544,0.010033266,0.039168721,0.955389780748399,0.178461001836029,0.256155058011723
"17","Across_Dataset","T3",0.1,62.5,2405.144194,2433.688621,72.88315739,73.74814002,25.10488314,242.9973882,2380.039311,2190.691232,95.80383945,10.01528716,0.013694053,0.065586219,0.988271126163108,0.103313386723882,0.208794670721909
"18","Across_Dataset","T3",0.2,63.07692308,4628.657531,4703.907744,71.21011586,72.36781144,28.20004506,631.1134159,4600.457486,4072.794328,164.1365296,7.453347727,0.0091218,0.039168721,0.98400261722769,0.0446830068091411,0.23288480622076
"19","Across_Dataset","T4",0.1,65.625,2087.261411,2096.641106,63.25034579,63.53457896,15.31088603,128.7534087,2071.950525,1967.887697,136.3253183,16.28415998,0.016619378,0.065586219,0.995526323229765,0.118916354794729,0.253397409599111
"20","Across_Dataset","T4",0.2,72.30769231,4071.229208,4092.634907,62.63429551,62.96361396,20.76860835,188.4502094,4050.4606,3904.184698,196.0280217,21.71732746,0.010192269,0.039168721,0.994769702225015,0.110207403940407,0.260214496153704
"21","Across_Dataset","T6",0.1,90.625,9103.781945,9106.742836,275.8721802,275.9619041,15.5309113,23.89335125,9088.251034,9082.849485,586.1717815,381.1412949,0.014216911,0.065586219,0.999674868528348,0.650009751143637,0.216766741805927
"22","Across_Dataset","T6",0.2,87.69230769,17861.78871,17870.9108,274.7967494,274.9370893,20.33623857,49.48893506,17841.45247,17821.42187,878.3231298,361.1092213,0.011725317,0.039168721,0.999489556318657,0.410924958181955,0.299354094303973
"23","Across_Dataset","T2",0.1,100,302627.7186,302627.7186,9457.116206,9457.116206,113.378382,113.378382,302514.3402,302514.3402,2669.183606,2669.183606,0.091061333,0.061347867,1,1,1.48434391370119
"24","Across_Dataset","T2",0.2,98.4375,589367.855,589381.5874,9208.872735,9209.087302,231.7373432,249.7665414,589136.1177,589131.8208,2543.258013,2359.729947,0.045157955,0.045002179,0.999976700514072,0.927815799110073,1.00346152127434
"25","Across_Dataset","T3",0.1,68.75,2967.690592,2988.209092,92.74033102,93.38153411,26.76176368,96.63213758,2940.928829,2891.576954,110.8929377,30.92355366,0.002002096,0.061347867,0.993133513000068,0.27694475513226,0.0326351362794733
"26","Across_Dataset","T3",0.2,75,5789.867603,5820.913043,90.46668129,90.9517663,39.84938204,173.4426834,5750.018221,5647.47036,145.2937864,33.56101814,0.005447423,0.045002179,0.994666568558988,0.229755336223079,0.12104798303211
"27","Across_Dataset","T6",0.1,87.5,7108.213719,7115.657809,222.1316787,222.3643065,29.58317987,53.17097423,7078.630539,7062.486834,240.2788933,133.8259814,0.004261538,0.061347867,0.998953843790573,0.556378368055341,0.0694651372312586
"28","Across_Dataset","T6",0.2,82.8125,13833.93225,13865.51238,216.1551914,216.6486309,42.97629699,141.1137908,13790.95595,13724.39859,321.8967947,98.25767066,0.00336071,0.045002179,0.997722397330876,0.304550651969304,0.0746788283296238
"29","Across_Dataset","T1",0.1,83.87096774,3946.4,4076.2,123.325,127.38125,44.8073207,75.83427547,3901.592679,4000.365725,88.07489352,53.75142012,0.00163331,0.019425691,0.968156616456504,0.590858426777292,0.0840798919328018
"30","Across_Dataset","T1",0.2,85.71428571,7649,7900,119.515625,123.4375,77.86111583,158.4186464,7571.138884,7741.581354,98.23902365,49.86786708,0.000634217,0.015265091,0.968227848101266,0.491489591657059,0.0415468862910807
"31","Across_Dataset","T2",0.1,83.87096774,3033.1,3326,94.784375,103.9375,35.54543951,83.86733027,2997.55456,3242.13267,85.33021512,39.6578738,0.003474035,0.019425691,0.911936259771497,0.42382939096268,0.178837138920824
"32","Across_Dataset","T2",0.2,84.12698413,5958.6,6076.2,93.103125,94.940625,68.22499143,127.7202534,5890.375009,5948.479747,87.33749723,47.57428706,0.002069167,0.015265091,0.980645798360818,0.534175196288798,0.135548946285351
"33","Across_Dataset","T5",0.1,90.32258065,3190.2,3195.7,99.69375,99.865625,49.9340235,78.1818239,3140.265976,3117.518176,63.88830253,40.87522957,0.005681991,0.019425691,0.998278937322026,0.638690951542255,0.292498784213133
"34","Across_Dataset","T5",0.2,88.88888889,6114.8,6227.8,95.54375,97.309375,75.71000053,141.1443245,6039.089999,6086.655676,80.76608054,44.12363036,0.000264552,0.015265091,0.981855550916857,0.536401309781322,0.0173305223008497
"35","Across_Dataset","T11",0.1,80.64516129,888.7,970.8,27.771875,30.3375,29.72812114,45.58199847,858.9718789,925.2180015,29.89425386,21.29788146,0.008325479,0.019425691,0.915430572723527,0.652189946422944,0.428580841731705
"36","Across_Dataset","T11",0.2,77.77777778,1698.3,1708.8,26.5359375,26.7,45.86143073,91.80063084,1652.438569,1616.999369,37.03111684,18.61425117,0.005315227,0.015265091,0.993855337078652,0.499576422409692,0.348194910859031
"37","Across_Dataset","T12",0.1,90.32258065,3530,3539.7,110.3125,110.615625,74.49691109,97.99810116,3455.503089,3441.701899,47.38451499,36.12008761,0.028539637,0.019425691,0.997259654773003,0.76018729146976,1.46916971962542
"38","Across_Dataset","T12",0.2,96.82539683,6476.8,6481.6,101.2,101.275,117.9376509,128.4295091,6358.862349,6353.170491,54.91715282,50.46815212,0.009669705,0.015265091,0.999259442113059,0.91830648366155,0.633452168742394
"39","Across_Dataset","T18",0.1,80.64516129,941.9,951.2,29.434375,29.725,25.30560085,64.89143335,916.5943992,886.3085667,37.22100912,14.65832932,0.007030294,0.019425691,0.990222876366695,0.389968283078463,0.361907023024303
"40","Across_Dataset","T18",0.2,85.71428571,1823.9,1838.1,28.4984375,28.7203125,51.16116636,106.5291631,1772.738834,1731.570837,35.65008638,17.25443012,0.003916049,0.015265091,0.992274631412872,0.480255029432405,0.256536236829509
"41","Across_Dataset","T1",0.1,83.87096774,3946.4,4076.2,123.325,127.38125,44.8073207,75.83427547,3901.592679,4000.365725,88.07489352,53.75142012,0.00163331,0.019425691,0.968156616456504,0.590858426777292,0.0840798919328018
"42","Across_Dataset","T1",0.2,85.71428571,7649,7900,119.515625,123.4375,77.86111583,158.4186464,7571.138884,7741.581354,98.23902365,49.86786708,0.000634217,0.015265091,0.968227848101266,0.491489591657059,0.0415468862910807
"43","Across_Dataset","T2",0.1,83.87096774,3033.1,3326,94.784375,103.9375,35.54543951,83.86733027,2997.55456,3242.13267,85.33021512,39.6578738,0.003474035,0.019425691,0.911936259771497,0.42382939096268,0.178837138920824
"44","Across_Dataset","T2",0.2,84.12698413,5958.6,6076.2,93.103125,94.940625,68.22499143,127.7202534,5890.375009,5948.479747,87.33749723,47.57428706,0.002069167,0.015265091,0.980645798360818,0.534175196288798,0.135548946285351
"45","Across_Dataset","T5",0.1,90.32258065,3190.2,3195.7,99.69375,99.865625,49.9340235,78.1818239,3140.265976,3117.518176,63.88830253,40.87522957,0.005681991,0.019425691,0.998278937322026,0.638690951542255,0.292498784213133
"46","Across_Dataset","T5",0.2,88.88888889,6114.8,6227.8,95.54375,97.309375,75.71000053,141.1443245,6039.089999,6086.655676,80.76608054,44.12363036,0.000264552,0.015265091,0.981855550916857,0.536401309781322,0.0173305223008497
"47","Across_Dataset","T11",0.1,80.64516129,888.7,970.8,27.771875,30.3375,29.72812114,45.58199847,858.9718789,925.2180015,29.89425386,21.29788146,0.008325479,0.019425691,0.915430572723527,0.652189946422944,0.428580841731705
"48","Across_Dataset","T11",0.2,77.77777778,1698.3,1708.8,26.5359375,26.7,45.86143073,91.80063084,1652.438569,1616.999369,37.03111684,18.61425117,0.005315227,0.015265091,0.993855337078652,0.499576422409692,0.348194910859031
"49","Across_Dataset","T12",0.1,90.32258065,3530,3539.7,110.3125,110.615625,74.49691109,97.99810116,3455.503089,3441.701899,47.38451499,36.12008761,0.028539637,0.019425691,0.997259654773003,0.76018729146976,1.46916971962542
"50","Across_Dataset","T12",0.2,96.82539683,6476.8,6481.6,101.2,101.275,117.9376509,128.4295091,6358.862349,6353.170491,54.91715282,50.46815212,0.009669705,0.015265091,0.999259442113059,0.91830648366155,0.633452168742394
"51","Across_Dataset","T18",0.1,80.64516129,941.9,951.2,29.434375,29.725,25.30560085,64.89143335,916.5943992,886.3085667,37.22100912,14.65832932,0.007030294,0.019425691,0.990222876366695,0.389968283078463,0.361907023024303
"52","Across_Dataset","T18",0.2,85.71428571,1823.9,1838.1,28.4984375,28.7203125,51.16116636,106.5291631,1772.738834,1731.570837,35.65008638,17.25443012,0.003916049,0.015265091,0.992274631412872,0.480255029432405,0.256536236829509
"53","Across_Dataset","T1",0.1,66.66666667,3960,7260,660,1210,5.163375051,15.2119129,3954.836625,7244.788087,766.9402205,477.2575314,0.018363243,0.179040033,0.545454545,0.339429701,0.102565011
"54","Across_Dataset","T1",0.2,100,7917,12516,659.75,1043,15.14874794,27.49960119,7901.851252,12488.5004,522.6174489,455.1338732,0.029292141,0.061907042,0.632550336,0.55087155,0.473163312
"55","Across_Dataset","T2",0.1,66.66666667,3672,4896,612,816,6.616235221,11.98923552,3665.383765,4884.010764,554.9984058,408.3663209,0.030620337,0.179040033,0.75,0.551847965,0.171025086
"56","Across_Dataset","T2",0.2,75,7324,12180,610.3333333,1015,14.50147298,42.0726361,7309.498527,12137.92736,505.0521427,289.4993309,0.025555013,0.061907042,0.601313629,0.344677071,0.412796544
"57","Across_Dataset","T4",0.1,66.66666667,10.73230402,11.29928825,1.788717337,1.883214708,4.479233956,6.77754136,6.253070064,4.52174689,2.396013275,1.667166255,0.028034963,0.179040033,0.949821244,0.660893637,0.156584885
"58","Across_Dataset","T4",0.2,83.33333333,18.9535828,19.715854,1.579465233,1.642987833,10.76209998,12.23832878,8.191482817,7.477525224,1.761141676,1.610992347,0.001447073,0.061907042,0.961337145,0.879376602,0.023374934
"59","Across_Dataset","T5",0.1,66.66666667,180,300,30,50,6.418029089,14.72765515,173.5819709,285.2723448,28.04599317,20.36984142,0.012948759,0.179040033,0.6,0.435780783,0.072323261
"60","Across_Dataset","T5",0.2,75,357,590,29.75,49.16666667,13.75605176,29.89450309,343.2439482,560.1054969,25.95221407,19.73606981,0.005656609,0.061907042,0.605084746,0.460153217,0.091372626
"61","Across_Dataset","T1",0.1,54.54545455,7260,11880,660,1080,9.267830754,23.73854713,7250.732169,11856.26145,783.3548316,500.4518573,0.012721558,0.08468199,0.611111111,0.39041272,0.150227433
"62","Across_Dataset","T1",0.2,86.36363636,14508,25020,659.4545455,1137.272727,27.03674276,78.46175661,14480.96326,24941.53824,536.6031007,318.8814664,0.011790208,0.036581755,0.579856115,0.344584979,0.322297495
"63","Across_Dataset","T2",0.1,63.63636364,6732,12240,612,1112.727273,11.11789566,35.93714338,6720.882104,12204.06286,605.5102698,340.5946842,0.007527398,0.08468199,0.55,0.309370601,0.088890188
"64","Across_Dataset","T2",0.2,95.45454545,13454,21952,611.5454545,997.8181818,35.97235846,63.91624811,13418.02764,21888.08375,374.0093943,343.449446,0.031990171,0.036581755,0.612882653,0.5628046,0.874484316
"65","Across_Dataset","T4",0.1,63.63636364,31.72008102,32.58678565,2.883643729,2.962435059,9.954378771,15.10976082,21.76570225,17.47702483,3.186545514,2.156671176,0.002191955,0.08468199,0.973403187,0.658804523,0.025884548
"66","Across_Dataset","T4",0.2,77.27272727,47.02495243,50.97261362,2.137497838,2.316936983,22.39171009,32.19500331,24.63324234,18.77761031,2.100105451,1.583246106,0.002664758,0.036581755,0.922553291,0.695502649,0.072843908
