"","Data","Trait","testing_proportion","Fold","k","Env","Top_percentage_to_select","PM","PM_True","PM_Total_Rand","TBV_QP","TBV_Trad","TBV_Trad_True","TBV_Total_Rand","Mean_BV_QP","Mean_BV_Trad","Mean_BV_Trad_True","Mean_BV_Total_Rand","Var_Opt_QP","Var_Trad","Var_Trad_True","Var_Total_Rand","Expected_Loss_QP","Expected_Loss_Trad","Expected_Loss_Trad_True","Expected_Loss_Total_Rand","Ratio_QP","Ratio_Trad","Ratio_Trad_True","Ratio_Total_Rand","Ave_Rel_QP","Ave_Rel_Trad","Ave_Rel_Trad_True","Ave_Rel_Total_Rand"
"25","Rice_Kim_2020","y.pheno",0.2,5,1,5,0.2,100,50,25,13156.3484094788,13156.3484094788,14076,12816.3333333333,3289.0871023697,3289.0871023697,3519,3204.08333333334,28.82152,28.82152,27.96154,27.99634,13127.5268894788,13127.5268894788,14048.03846,12788.3369933333,456.476563674601,456.476563674601,503.405749468735,457.786029650066,1.73512666666667,1.73512666666667,1.66346166666667,1.66636166666667
"26","Rice_Kim_2020","y.pheno",0.2,1,1,6,0.2,100,25,25,9655.17192080042,9655.17192080042,11115,8846,2413.7929802001,2413.7929802001,2778.75,2211.5,27.89204,27.89204,28.4981,27.8906,9627.27988080042,9627.27988080042,11086.5019,8818.1094,346.162271415085,346.162271415085,390.026001733449,317.167791298861,1.65767,1.65767,1.708175,1.65755
"27","Rice_Kim_2020","y.pheno",0.2,2,1,6,0.2,100,25,25,9667.77752606931,9667.77752606931,11574.6666666667,9153.33333333334,2416.94438151733,2416.94438151733,2893.66666666667,2288.33333333333,28.27006,28.27006,27.32066,27.99592,9639.50746606931,9639.50746606931,11547.3460066667,9125.33741333334,341.979377690366,341.979377690366,423.659848139345,326.952403540707,1.68917166666667,1.68917166666667,1.610055,1.66632666666667
"28","Rice_Kim_2020","y.pheno",0.2,3,1,6,0.2,100,0,0,9552.98122844406,9552.98122844406,10904.3333333333,9168,2388.24530711102,2388.24530711102,2726.08333333333,2292,28.54654,28.54654,27.76424,28.15814,9524.43468844406,9524.43468844406,10876.5690933333,9139.84186,334.645852998089,334.645852998089,392.747409377434,325.589687387022,1.71221166666667,1.71221166666667,1.64702,1.679845
"29","Rice_Kim_2020","y.pheno",0.2,4,1,6,0.2,100,25,50,9597.35167573983,9597.35167573983,10822,10192.3333333333,2399.33791893496,2399.33791893496,2705.5,2548.08333333333,27.82762,27.82762,27.68368,28.1226,9569.52405573983,9569.52405573983,10794.31632,10164.2107333333,344.88582479349,344.88582479349,390.916236569705,362.425001007493,1.65230166666667,1.65230166666667,1.64030666666667,1.67688333333333
"30","Rice_Kim_2020","y.pheno",0.2,5,1,6,0.2,100,25,25,9883.38199909513,9883.38199909513,10560,8447,2470.84549977378,2470.84549977378,2640,2111.75,28.55532,28.55532,27.97552,27.99634,9854.82667909513,9854.82667909513,10532.02448,8419.00366,346.113508764571,346.113508764571,377.472876286124,301.718010282773,1.71294333333333,1.71294333333333,1.66462666666667,1.66636166666667
"31","Rice_Kim_2020","y.pheno",0.2,1,1,7,0.2,100,0,0,12397.1259274851,12397.1259274851,14156.5,11348.5,3099.28148187128,3099.28148187128,3539.125,2837.125,28.49868,28.49868,27.94694,27.8906,12368.6272474851,12368.6272474851,14128.55306,11320.6094,435.007022342267,435.007022342267,506.549196441542,406.893361921221,1.70822333333333,1.70822333333333,1.662245,1.65755
"32","Rice_Kim_2020","y.pheno",0.2,2,1,7,0.2,100,0,0,12487.128476392,12487.128476392,14307,11591,3121.782119098,3121.782119098,3576.75,2897.75,28.79318,28.79318,27.39734,27.99592,12458.335296392,12458.335296392,14279.60266,11563.00408,433.683548548371,433.683548548371,522.203980386417,414.024615015331,1.732765,1.732765,1.616445,1.66632666666667
"33","Rice_Kim_2020","y.pheno",0.2,3,1,7,0.2,100,50,25,12317.3394906066,12317.3394906066,16861.5,12014,3079.33487265164,3079.33487265164,4215.375,3003.5,28.41098,28.41098,43.2477,28.15814,12288.9285106066,12288.9285106066,16818.2523,11985.84186,433.541521292351,433.541521292351,389.88200528583,426.661704217679,1.700915,1.700915,1.662385,1.679845
"34","Rice_Kim_2020","y.pheno",0.2,4,1,7,0.2,100,75,25,12476.1629142765,12476.1629142765,13656.5,12401,3119.04072856912,3119.04072856912,3414.125,3100.25,28.1425,28.1425,28.17326,28.1226,12448.0204142765,12448.0204142765,13628.32674,12372.8774,443.321059403979,443.321059403979,484.732686242203,440.962073208025,1.67854166666667,1.67854166666667,1.681105,1.67688333333333
"35","Rice_Kim_2020","y.pheno",0.2,5,1,7,0.2,100,25,0,12567.9947515363,12567.9947515363,14500,11667.5,3141.99868788407,3141.99868788407,3625,2916.875,28.29852,28.29852,28.476,27.99634,12539.6962315363,12539.6962315363,14471.524,11639.50366,444.121980638431,444.121980638431,509.200730439668,416.750903868149,1.69154333333333,1.69154333333333,1.70633333333333,1.66636166666667
"36","Rice_Kim_2020","y.pheno",0.2,1,1,8,0.2,100,50,0,11944.2827949373,11944.2827949373,12747,10584.6666666667,2986.07069873432,2986.07069873432,3186.75,2646.16666666667,28.96496,28.96496,28.04456,27.8906,11915.3178349373,11915.3178349373,12718.95544,10556.7760666667,412.370077325751,412.370077325751,454.526653297467,379.506596009647,1.74708,1.74708,1.67038,1.65755
"37","Rice_Kim_2020","y.pheno",0.2,2,1,8,0.2,100,25,0,11833.565216028,11833.565216028,12983.3333333333,11563.6666666667,2958.39130400699,2958.39130400699,3245.83333333333,2890.91666666667,28.241,28.241,27.34816,27.99592,11805.324216028,11805.324216028,12955.9851733333,11535.6707466667,419.020757622887,419.020757622887,474.742481151687,413.048282273512,1.68675,1.68675,1.61234666666667,1.66632666666667
"38","Rice_Kim_2020","y.pheno",0.2,3,1,8,0.2,100,25,50,11783.8613743363,11783.8613743363,12929.3333333333,11331.6666666667,2945.96534358408,2945.96534358408,3232.33333333333,2832.91666666667,28.4137,28.4137,28.3539,28.15814,11755.4476743363,11755.4476743363,12900.9794333333,11303.5085266667,414.724635451783,414.724635451783,455.998410565507,402.429516532934,1.70114166666667,1.70114166666667,1.69615833333333,1.679845
"39","Rice_Kim_2020","y.pheno",0.2,4,1,8,0.2,100,0,25,11884.998191324,11884.998191324,12811.3333333333,11899.6666666667,2971.24954783101,2971.24954783101,3202.83333333334,2974.91666666667,28.34534,28.34534,27.36118,28.1226,11856.652851324,11856.652851324,12783.9721533333,11871.5440666667,419.292842891426,419.292842891426,468.230293186673,423.135366810561,1.695445,1.695445,1.61343166666667,1.67688333333333
"40","Rice_Kim_2020","y.pheno",0.2,5,1,8,0.2,100,25,25,11939.9057002935,11939.9057002935,12776.6666666667,11118,2984.97642507338,2984.97642507338,3194.16666666667,2779.5,28.08228,28.08228,27.89208,27.99634,11911.8234202935,11911.8234202935,12748.7745866667,11090.00366,425.175794141128,425.175794141128,458.075076031141,397.12333826493,1.67352333333333,1.67352333333333,1.65767333333333,1.66636166666667
