"","Data","Trait","Top_percentage_to_select","K_Value","Line","Observed","Predicted"
"3662","Groundnut","T2",0.1,2,"ICGV02321",11.3628695947882,0
"3663","Groundnut","T2",0.1,2,"ICGV02323",16.2200563135778,0
"3664","Groundnut","T2",0.1,2,"ICGV02411",14.6286248080794,14.6286248080794
"3665","Groundnut","T2",0.1,2,"ICGV02434",8.51688999498487,0
"3666","Groundnut","T2",0.1,2,"ICGV02446",9.61670294574777,0
"3667","Groundnut","T2",0.1,2,"ICGV03042",14.0568574200078,0
"3668","Groundnut","T2",0.1,2,"ICGV03043",14.6128760071266,0
"3669","Groundnut","T2",0.1,2,"ICGV03056",12.4787025406134,0
"3670","Groundnut","T2",0.1,2,"ICGV03064",14.7431069383862,14.7431069383862
"3671","Groundnut","T2",0.1,2,"ICGV03128",14.8877157340248,0
"3672","Groundnut","T2",0.1,2,"ICGV03136",9.12217521063882,0
"3673","Groundnut","T2",0.1,2,"ICGV03184",10.5307173057235,0
"3674","Groundnut","T2",0.1,2,"ICGV03207",10.8389010417825,0
"3675","Groundnut","T2",0.1,2,"ICGV03397",6.57209692166482,0
"3676","Groundnut","T2",0.1,2,"ICGV03398",11.0274433016499,0
"3677","Groundnut","T2",0.1,2,"ICGV04018",9.93172488408739,0
"3678","Groundnut","T2",0.1,2,"ICGV04044",11.6071809379621,0
"3679","Groundnut","T2",0.1,2,"ICGV04087",14.2033900901815,0
"3680","Groundnut","T2",0.1,2,"ICGV04115",10.3240683202455,0
"3681","Groundnut","T2",0.1,2,"ICGV04124",9.73596486845558,0
"3682","Groundnut","T2",0.1,2,"ICGV04149",10.6685237382768,0
"3683","Groundnut","T2",0.1,2,"ICGV05032",12.0399376778292,0
"3684","Groundnut","T2",0.1,2,"ICGV05036",13.3843817295816,0
"3685","Groundnut","T2",0.1,2,"ICGV05057",12.2151395751954,0
"3686","Groundnut","T2",0.1,2,"ICGV05100",11.4760461325343,0
"3687","Groundnut","T2",0.1,2,"ICGV05141",12.4481806274046,0
"3688","Groundnut","T2",0.1,2,"ICGV05155",13.8882777627511,0
"3689","Groundnut","T2",0.1,2,"ICGV05161",12.9238940721054,12.9238940721054
"3690","Groundnut","T2",0.1,2,"ICGV05163",16.790983191846,16.790983191846
"3691","Groundnut","T2",0.1,2,"ICGV05176",10.8801002357582,10.8801002357582
"3692","Groundnut","T2",0.1,2,"ICGV05198",14.5997652725364,0
"3693","Groundnut","T2",0.1,2,"ICGV06040",11.5365951995184,0
"3694","Groundnut","T2",0.1,2,"ICGV06042",11.2770685103624,0
"3695","Groundnut","T2",0.1,2,"ICGV06049",8.44778087077575,8.44778087077575
"3696","Groundnut","T2",0.1,2,"ICGV06099",16.1492516434161,16.1492516434161
"3697","Groundnut","T2",0.1,2,"ICGV06110",10.3230070734099,0
"3698","Groundnut","T2",0.1,2,"ICGV06142",15.0606739084105,0
"3699","Groundnut","T2",0.1,2,"ICGV06175",9.70704680086744,0
"3700","Groundnut","T2",0.1,2,"ICGV06188",11.0329962867103,0
"3701","Groundnut","T2",0.1,2,"ICGV06234",10.1311880852103,10.1311880852103
"3702","Groundnut","T2",0.1,2,"ICGV06347",10.4300080762884,10.4300080762884
"3703","Groundnut","T2",0.1,2,"ICGV06420",11.8002602312973,11.8002602312973
"3704","Groundnut","T2",0.1,2,"ICGV06422",13.1304485500271,0
"3705","Groundnut","T2",0.1,2,"ICGV06423",12.8753385699518,12.8753385699518
"3706","Groundnut","T2",0.1,2,"ICGV06424",10.8603733443494,0
"3707","Groundnut","T2",0.1,2,"ICGV06431",11.7884392076573,11.7884392076573
"3708","Groundnut","T2",0.1,2,"ICGV07023",7.6297325513671,0
"3709","Groundnut","T2",0.1,2,"ICGV07120",13.552401108082,13.552401108082
"3710","Groundnut","T2",0.1,2,"ICGV07145",11.8084249151802,0
"3711","Groundnut","T2",0.1,2,"ICGV07148",8.50900775527836,0
"3712","Groundnut","T2",0.1,2,"ICGV07166",13.4134745270446,0
"3713","Groundnut","T2",0.1,2,"ICGV07168",7.9488143749662,0
"3714","Groundnut","T2",0.1,2,"ICGV07210",9.09172339183059,0
"3715","Groundnut","T2",0.1,2,"ICGV07217",8.76075740723476,0
"3716","Groundnut","T2",0.1,2,"ICGV07220",9.89679844693026,0
"3717","Groundnut","T2",0.1,2,"ICGV07223",13.0218181974037,13.0218181974037
"3718","Groundnut","T2",0.1,2,"ICGV07227",10.4077682384006,0
"3719","Groundnut","T2",0.1,2,"ICGV07235",13.5490646236675,13.5490646236675
"3720","Groundnut","T2",0.1,2,"ICGV07246",13.7742781400569,0
"3721","Groundnut","T2",0.1,2,"ICGV07247",17.2683721211615,17.2683721211615
"3722","Groundnut","T2",0.1,2,"ICGV07268",12.8763092146054,0
"3723","Groundnut","T2",0.1,2,"ICGV07273",8.35783070707905,0
"3724","Groundnut","T2",0.1,2,"ICGV07359",9.90322813384482,0
"3725","Groundnut","T2",0.1,2,"ICGV07368",9.56508613762379,0
"3726","Groundnut","T2",0.1,2,"ICGV09112",7.28052421962229,0
"3727","Groundnut","T2",0.1,2,"ICGV86011",11.7242462724106,11.7242462724106
"3728","Groundnut","T2",0.1,2,"ICGV86015",8.48369301685682,0
"3729","Groundnut","T2",0.1,2,"ICGV86072",10.3922929365965,0
"3730","Groundnut","T2",0.1,2,"ICGV86143",7.85147276739394,0
"3731","Groundnut","T2",0.1,2,"ICGV86325",8.88534248205765,0
"3732","Groundnut","T2",0.1,2,"ICGV86352",8.14517927454424,0
"3733","Groundnut","T2",0.1,2,"ICGV86564",7.81208972215613,0
"3734","Groundnut","T2",0.1,2,"ICGV86590",9.93369808051861,0
"3735","Groundnut","T2",0.1,2,"ICGV86699",8.71633141500964,0
"3736","Groundnut","T2",0.1,2,"ICGV87160",7.71666626042766,0
"3737","Groundnut","T2",0.1,2,"ICGV87187",8.45316618216319,0
"3738","Groundnut","T2",0.1,2,"ICGV87354",5.46510269809058,0
"3739","Groundnut","T2",0.1,2,"ICGV87378",11.6941042426487,0
"3740","Groundnut","T2",0.1,2,"ICGV87846",10.7208706619782,0
"3741","Groundnut","T2",0.1,2,"ICGV87921",12.9689157213836,0
"3742","Groundnut","T2",0.1,2,"ICGV88145",10.9557501876944,0
"3743","Groundnut","T2",0.1,2,"ICGV88438",6.18781372354193,0
"3744","Groundnut","T2",0.1,2,"ICGV89104",5.80322033798607,0
"3745","Groundnut","T2",0.1,2,"ICGV90320",12.4211613526723,0
"3746","Groundnut","T2",0.1,2,"ICGV91114",7.49186926941436,7.49186926941436
"3747","Groundnut","T2",0.1,2,"ICGV91116",11.6773721762191,0
"3748","Groundnut","T2",0.1,2,"ICGV92195",6.6509450855851,6.6509450855851
"3749","Groundnut","T2",0.1,2,"ICGV92267",10.9390906135301,0
"3750","Groundnut","T2",0.1,2,"ICGV93216",10.9995076720406,10.9995076720406
"3751","Groundnut","T2",0.1,2,"ICGV93280",11.7169055102664,0
"3752","Groundnut","T2",0.1,2,"ICGV93437",9.34021800720447,0
"3753","Groundnut","T2",0.1,2,"ICGV93470",9.8960896613354,0
"3754","Groundnut","T2",0.1,2,"ICGV93920",10.5053984555402,0
"3755","Groundnut","T2",0.1,2,"ICGV94118",8.91793539404866,0
"3756","Groundnut","T2",0.1,2,"ICGV94169",12.3277704468655,0
"3757","Groundnut","T2",0.1,2,"ICGV94361",8.57967448267689,0
"3758","Groundnut","T2",0.1,2,"ICGV95058",8.11731659457094,0
"3759","Groundnut","T2",0.1,2,"ICGV95070",9.63471290649868,0
"3760","Groundnut","T2",0.1,2,"ICGV95290",9.95795531762959,0
"3761","Groundnut","T2",0.1,2,"ICGV95377",9.46346285616328,0
"3762","Groundnut","T2",0.1,2,"ICGV95469",11.2394146662558,0
"3763","Groundnut","T2",0.1,2,"ICGV96466",8.22428115814187,0
"3764","Groundnut","T2",0.1,2,"ICGV96468",10.2680578488846,0
"3765","Groundnut","T2",0.1,2,"ICGV97045",8.8827254224887,0
"3766","Groundnut","T2",0.1,2,"ICGV97058",10.4842213497755,0
"3767","Groundnut","T2",0.1,2,"ICGV97092",9.68303226465836,0
"3768","Groundnut","T2",0.1,2,"ICGV97115",9.39343902121612,0
"3769","Groundnut","T2",0.1,2,"ICGV97116",6.32687020579223,0
"3770","Groundnut","T2",0.1,2,"ICGV97120",9.66242792063298,0
"3771","Groundnut","T2",0.1,2,"ICGV97128",12.0194939458844,0
"3772","Groundnut","T2",0.1,2,"ICGV97165",6.49655512339306,0
"3773","Groundnut","T2",0.1,2,"ICGV97182",11.4641010634908,0
"3774","Groundnut","T2",0.1,2,"ICGV97183",8.56428351416784,0
"3775","Groundnut","T2",0.1,2,"ICGV97232",7.65105726198954,0
"3776","Groundnut","T2",0.1,2,"ICGV97261",8.87660647597961,0
"3777","Groundnut","T2",0.1,2,"ICGV97262",9.99047221913746,0
"3778","Groundnut","T2",0.1,2,"ICGV98105",12.7948404117902,0
"3779","Groundnut","T2",0.1,2,"ICGV98163",10.7159894960995,0
"3780","Groundnut","T2",0.1,2,"ICGV98184",10.4466823992598,0
"3781","Groundnut","T2",0.1,2,"ICGV98294",12.034942638643,0
"3782","Groundnut","T2",0.1,2,"ICGV98373",9.55885722091311,0
"3783","Groundnut","T2",0.1,2,"ICGV98432",9.72170241528229,0
"3784","Groundnut","T2",0.1,2,"ICGV99029",11.1273646609505,11.1273646609505
"3785","Groundnut","T2",0.1,2,"ICGV99051",14.7337161670722,0
"3786","Groundnut","T2",0.1,2,"ICGV99052",12.5665487328786,12.5665487328786
"3787","Groundnut","T2",0.1,2,"ICGV99083",7.84272867354586,7.84272867354586
"3788","Groundnut","T2",0.1,2,"ICGV99085",8.87202069267372,0
"3789","Groundnut","T2",0.1,2,"ICGV99160",12.5908252155951,0
"3790","Groundnut","T2",0.1,2,"ICGV99181",9.14481140937507,0
"3791","Groundnut","T2",0.1,2,"ICGV99195",8.7030178569707,0
"3792","Groundnut","T2",0.1,2,"ICGV99233",10.731468657816,0
"3793","Groundnut","T2",0.1,2,"ICR48",9.72234809246552,0
"3794","Groundnut","T2",0.1,2,"J11",9.81434303231961,0
"3795","Groundnut","T2",0.1,2,"JL24",8.2887602625431,0
"3796","Groundnut","T2",0.1,2,"M110-14",8.64180884202806,0
"3797","Groundnut","T2",0.1,2,"M28-2",10.515556238655,0
"3798","Groundnut","T2",0.1,2,"MN1-35",5.62572942378784,0
"3799","Groundnut","T2",0.1,2,"Mutant3",6.91610219259125,0
"3800","Groundnut","T2",0.1,2,"Somnath",9.2975441820767,0
"3801","Groundnut","T2",0.1,2,"TAG24",6.88081565956904,0
"3802","Groundnut","T2",0.1,2,"TDG10",8.70601681478185,0
"3803","Groundnut","T2",0.1,2,"TDG13",8.20913499023689,0
"3804","Groundnut","T2",0.1,2,"TDG14",9.69917248967857,0
"3805","Groundnut","T2",0.1,2,"TG19",9.10912401303261,0
"3806","Groundnut","T2",0.1,2,"TG39",7.87965794770929,0
"3807","Groundnut","T2",0.1,2,"TG41",9.41192252819401,0
"3808","Groundnut","T2",0.1,2,"TG42",8.28975228501887,0
"3809","Groundnut","T2",0.1,2,"TG49",10.7060023478065,0
"3810","Groundnut","T2",0.1,2,"TGLPS3",11.2924918048957,0
"3811","Groundnut","T2",0.1,2,"TGLPS4",9.23731203428763,0
"3812","Groundnut","T2",0.1,2,"TGLPS7",6.37914157123392,0
"3813","Groundnut","T2",0.1,2,"TKG19A",7.75357855906328,0
"3814","Groundnut","T2",0.1,2,"TMV2",7.942032427817,0
"3815","Groundnut","T2",0.1,2,"TMV2NLM",8.67873416046319,0
"3816","Groundnut","T2",0.1,2,"TPG41",8.94818824802407,0
"3817","Groundnut","T2",0.2,0.5,"24M-86",7.36724847615658,0
"3818","Groundnut","T2",0.2,0.5,"24×37-2275",10.4244205132024,0
"3819","Groundnut","T2",0.2,0.5,"24×39-31MR",7.57469320673543,0
"3820","Groundnut","T2",0.2,0.5,"26M-119-1",9.80465278455313,0
"3821","Groundnut","T2",0.2,0.5,"26M156-2",8.20343259061707,0
"3822","Groundnut","T2",0.2,0.5,"26×27-164",9.32185130797017,0
"3823","Groundnut","T2",0.2,0.5,"26×37-IV-9IR",11.7178083367421,0
"3824","Groundnut","T2",0.2,0.5,"26×M-223-1",7.68340227152877,0
"3825","Groundnut","T2",0.2,0.5,"26×M-95-1RI",9.51373388695535,0
"3826","Groundnut","T2",0.2,0.5,"27×49-12",9.62524312541132,0
"3827","Groundnut","T2",0.2,0.5,"27×49-14",8.38574014562036,0
"3828","Groundnut","T2",0.2,0.5,"27×49-16",8.05674436317513,0
"3829","Groundnut","T2",0.2,0.5,"27×49-27-1",9.79015920933831,0
"3830","Groundnut","T2",0.2,0.5,"39×49-77",10.7929896189922,0
"3831","Groundnut","T2",0.2,0.5,"39×49-8",10.0650583802763,0
"3832","Groundnut","T2",0.2,0.5,"39×49-81-1",12.343259268501,0
"3833","Groundnut","T2",0.2,0.5,"49M-1-1",10.8976640298839,0
"3834","Groundnut","T2",0.2,0.5,"49M-16",13.7738949806061,0
"3835","Groundnut","T2",0.2,0.5,"49M-2-2",9.23856611899347,0
"3836","Groundnut","T2",0.2,0.5,"49×27-13(ii)",10.0738561288661,0
"3837","Groundnut","T2",0.2,0.5,"49×27-19",9.67080647128127,0
"3838","Groundnut","T2",0.2,0.5,"49×27-37",9.54004913806801,0
"3839","Groundnut","T2",0.2,0.5,"49×37-134",8.59513747896158,0
"3840","Groundnut","T2",0.2,0.5,"49×37-135",8.35454040982147,0
"3841","Groundnut","T2",0.2,0.5,"49×37-90",7.90306005045798,0
"3842","Groundnut","T2",0.2,0.5,"49×37-91",9.69780655731293,0
"3843","Groundnut","T2",0.2,0.5,"49×37-97-1",7.80965860719144,0
"3844","Groundnut","T2",0.2,0.5,"49×37-99(b)tall",9.66050419909392,0
"3845","Groundnut","T2",0.2,0.5,"49×39-20-2",9.24572814431089,0
"3846","Groundnut","T2",0.2,0.5,"49×39-21-1",7.51113933491123,0
"3847","Groundnut","T2",0.2,0.5,"49×39-21-2",7.12195917000154,0
"3848","Groundnut","T2",0.2,0.5,"49×39-21-2(a)",13.2032563093472,0
"3849","Groundnut","T2",0.2,0.5,"49×39-74",10.6987179838327,0
"3850","Groundnut","T2",0.2,0.5,"49×39-8",8.33473363981583,0
"3851","Groundnut","T2",0.2,0.5,"BAU13",10.8593484410982,0
"3852","Groundnut","T2",0.2,0.5,"CS39",11.7923319864604,11.7923319864604
"3853","Groundnut","T2",0.2,0.5,"CSMG84-1",8.92915813537024,0
"3854","Groundnut","T2",0.2,0.5,"DH86",11.5940822231039,0
"3855","Groundnut","T2",0.2,0.5,"DTG15",10.9314514829127,0
"3856","Groundnut","T2",0.2,0.5,"DTG3",9.50209919644064,0
"3857","Groundnut","T2",0.2,0.5,"Faizpur1-5",10.6765445354747,0
"3858","Groundnut","T2",0.2,0.5,"GPBD4",9.27655981329788,0
"3859","Groundnut","T2",0.2,0.5,"Gangapuri",7.11809868029186,0
"3860","Groundnut","T2",0.2,0.5,"ICG10036",8.70258557429666,0
"3861","Groundnut","T2",0.2,0.5,"ICG10053",11.1811346948737,0
"3862","Groundnut","T2",0.2,0.5,"ICG10185",6.27217350694104,0
"3863","Groundnut","T2",0.2,0.5,"ICG10701",9.75758001730711,9.75758001730711
"3864","Groundnut","T2",0.2,0.5,"ICG11088",8.30760498786134,0
"3865","Groundnut","T2",0.2,0.5,"ICG111",8.90156143710999,0
"3866","Groundnut","T2",0.2,0.5,"ICG11322",6.63307702529678,0
"3867","Groundnut","T2",0.2,0.5,"ICG11337",6.89223513219601,0
"3868","Groundnut","T2",0.2,0.5,"ICG11426",6.9918813294762,0
"3869","Groundnut","T2",0.2,0.5,"ICG11651",9.97577125331623,0
"3870","Groundnut","T2",0.2,0.5,"ICG12276",5.107186264951,0
"3871","Groundnut","T2",0.2,0.5,"ICG12370",5.0022556170697,5.0022556170697
"3872","Groundnut","T2",0.2,0.5,"ICG12509",6.10937941887121,0
"3873","Groundnut","T2",0.2,0.5,"ICG12625",6.84271185405722,0
"3874","Groundnut","T2",0.2,0.5,"ICG12672",7.64876242676629,0
"3875","Groundnut","T2",0.2,0.5,"ICG12879",8.13668792406483,0
"3876","Groundnut","T2",0.2,0.5,"ICG12991",8.80472937557328,0
"3877","Groundnut","T2",0.2,0.5,"ICG13895",3.95606615164224,0
"3878","Groundnut","T2",0.2,0.5,"ICG14466",4.98017583433602,0
"3879","Groundnut","T2",0.2,0.5,"ICG14475",6.2651702785258,0
"3880","Groundnut","T2",0.2,0.5,"ICG14482",6.5064628476563,0
"3881","Groundnut","T2",0.2,0.5,"ICG14705",8.03100168506356,0
"3882","Groundnut","T2",0.2,0.5,"ICG14834",5.98265639191538,0
"3883","Groundnut","T2",0.2,0.5,"ICG14985",8.35264311457883,0
"3884","Groundnut","T2",0.2,0.5,"ICG15190",4.60347229310054,0
"3885","Groundnut","T2",0.2,0.5,"ICG15415",8.90276446106347,0
"3886","Groundnut","T2",0.2,0.5,"ICG15419",7.19294579771342,0
"3887","Groundnut","T2",0.2,0.5,"ICG156(M13)",7.57527357378278,0
"3888","Groundnut","T2",0.2,0.5,"ICG1668",7.61250325261126,0
"3889","Groundnut","T2",0.2,0.5,"ICG1834",8.67475423683626,0
"3890","Groundnut","T2",0.2,0.5,"ICG1973",8.03140374974232,0
"3891","Groundnut","T2",0.2,0.5,"ICG2031",7.0351387940197,0
"3892","Groundnut","T2",0.2,0.5,"ICG2106",9.68032569185143,0
"3893","Groundnut","T2",0.2,0.5,"ICG2381",5.51678414930961,0
"3894","Groundnut","T2",0.2,0.5,"ICG2773",4.19555399762265,0
"3895","Groundnut","T2",0.2,0.5,"ICG2857",6.36491023464344,0
"3896","Groundnut","T2",0.2,0.5,"ICG3027",5.63195357094146,0
"3897","Groundnut","T2",0.2,0.5,"ICG3053",6.58888093812417,0
"3898","Groundnut","T2",0.2,0.5,"ICG3102",8.49956089492574,0
"3899","Groundnut","T2",0.2,0.5,"ICG3140",7.19368092169268,0
"3900","Groundnut","T2",0.2,0.5,"ICG3312",7.19379425494576,0
"3901","Groundnut","T2",0.2,0.5,"ICG3343",9.43052137781204,0
"3902","Groundnut","T2",0.2,0.5,"ICG3421",7.4018660065864,0
"3903","Groundnut","T2",0.2,0.5,"ICG3584",9.81460676943858,0
"3904","Groundnut","T2",0.2,0.5,"ICG3673",6.0667215753129,0
"3905","Groundnut","T2",0.2,0.5,"ICG3746",7.92315314371109,0
"3906","Groundnut","T2",0.2,0.5,"ICG434",6.65835739938362,0
"3907","Groundnut","T2",0.2,0.5,"ICG4343",5.05334003987166,0
"3908","Groundnut","T2",0.2,0.5,"ICG442",5.9808732709871,0
"3909","Groundnut","T2",0.2,0.5,"ICG4527",7.00813311887425,0
"3910","Groundnut","T2",0.2,0.5,"ICG4543",7.13753535292285,0
"3911","Groundnut","T2",0.2,0.5,"ICG4729",9.4287508526384,0
"3912","Groundnut","T2",0.2,0.5,"ICG4955",9.7152864833321,0
"3913","Groundnut","T2",0.2,0.5,"ICG5221",7.40737238938058,0
"3914","Groundnut","T2",0.2,0.5,"ICG532",5.93883105079099,0
"3915","Groundnut","T2",0.2,0.5,"ICG5662",6.47833316429545,0
"3916","Groundnut","T2",0.2,0.5,"ICG5663",5.21521009888103,0
"3917","Groundnut","T2",0.2,0.5,"ICG5745",7.7396735130172,0
"3918","Groundnut","T2",0.2,0.5,"ICG5891",7.60196554311063,0
"3919","Groundnut","T2",0.2,0.5,"ICG6022",9.54488744432101,0
"3920","Groundnut","T2",0.2,0.5,"ICG6646",7.81803163195164,0
"3921","Groundnut","T2",0.2,0.5,"ICG6766",4.80033030070536,0
"3922","Groundnut","T2",0.2,0.5,"ICG721",9.44603843393923,0
"3923","Groundnut","T2",0.2,0.5,"ICG8285",8.08819952908254,0
"3924","Groundnut","T2",0.2,0.5,"ICG8517",6.79085976332649,0
"3925","Groundnut","T2",0.2,0.5,"ICG875",5.43839235807261,0
"3926","Groundnut","T2",0.2,0.5,"ICG8751",9.26928140058769,0
"3927","Groundnut","T2",0.2,0.5,"ICG9315",8.69178946109708,0
"3928","Groundnut","T2",0.2,0.5,"ICG9507",6.43725126811004,0
"3929","Groundnut","T2",0.2,0.5,"ICG9961",6.6308378303172,0
"3930","Groundnut","T2",0.2,0.5,"ICGS11",7.82785382399087,0
"3931","Groundnut","T2",0.2,0.5,"ICGS44",8.59076507833989,0
"3932","Groundnut","T2",0.2,0.5,"ICGS76",10.6224276613416,0
"3933","Groundnut","T2",0.2,0.5,"ICGV00005",12.5278410910691,12.5278410910691
"3934","Groundnut","T2",0.2,0.5,"ICGV00068",11.5536181806874,0
"3935","Groundnut","T2",0.2,0.5,"ICGV00191",11.6604634107667,0
"3936","Groundnut","T2",0.2,0.5,"ICGV00246",8.49315507277145,8.49315507277145
"3937","Groundnut","T2",0.2,0.5,"ICGV00248",9.40266714108049,9.40266714108049
"3938","Groundnut","T2",0.2,0.5,"ICGV00290",12.2179580159445,12.2179580159445
"3939","Groundnut","T2",0.2,0.5,"ICGV00321",10.9637734739284,10.9637734739284
"3940","Groundnut","T2",0.2,0.5,"ICGV00343",9.08141637099235,0
"3941","Groundnut","T2",0.2,0.5,"ICGV00346",10.1294511035018,0
"3942","Groundnut","T2",0.2,0.5,"ICGV00349",9.1805598514705,0
"3943","Groundnut","T2",0.2,0.5,"ICGV00350",11.3577859810615,11.3577859810615
"3944","Groundnut","T2",0.2,0.5,"ICGV00351",10.9841250859311,10.9841250859311
"3945","Groundnut","T2",0.2,0.5,"ICGV00362",9.36193194477462,0
"3946","Groundnut","T2",0.2,0.5,"ICGV00371",7.65197987322722,0
"3947","Groundnut","T2",0.2,0.5,"ICGV00387",10.0747294560661,0
"3948","Groundnut","T2",0.2,0.5,"ICGV00440",9.8993565109969,9.8993565109969
"3949","Groundnut","T2",0.2,0.5,"ICGV01005",8.40933068372602,0
"3950","Groundnut","T2",0.2,0.5,"ICGV01060",9.70195997054032,9.70195997054032
"3951","Groundnut","T2",0.2,0.5,"ICGV01124",7.86211003189967,0
"3952","Groundnut","T2",0.2,0.5,"ICGV01232",12.8082235970193,0
"3953","Groundnut","T2",0.2,0.5,"ICGV01263",14.4415633904774,0
"3954","Groundnut","T2",0.2,0.5,"ICGV01265",9.76642833307642,0
"3955","Groundnut","T2",0.2,0.5,"ICGV01273",13.310363581868,13.310363581868
"3956","Groundnut","T2",0.2,0.5,"ICGV01274",13.5437230745829,0
"3957","Groundnut","T2",0.2,0.5,"ICGV01276",17.2858701795013,0
"3958","Groundnut","T2",0.2,0.5,"ICGV01328",8.85539966596899,0
"3959","Groundnut","T2",0.2,0.5,"ICGV01361",11.6807953424516,0
"3960","Groundnut","T2",0.2,0.5,"ICGV01393",7.54903465455247,0
"3961","Groundnut","T2",0.2,0.5,"ICGV01464",7.91307259176964,0
"3962","Groundnut","T2",0.2,0.5,"ICGV01478",12.1552441937016,0
"3963","Groundnut","T2",0.2,0.5,"ICGV01495",16.2159134409516,16.2159134409516
"3964","Groundnut","T2",0.2,0.5,"ICGV02022",8.99662593614617,0
"3965","Groundnut","T2",0.2,0.5,"ICGV02038",7.32098741263083,0
"3966","Groundnut","T2",0.2,0.5,"ICGV02125",7.5747920152464,0
"3967","Groundnut","T2",0.2,0.5,"ICGV02144",9.88317627703987,0
"3968","Groundnut","T2",0.2,0.5,"ICGV02189",9.58043847812814,0
"3969","Groundnut","T2",0.2,0.5,"ICGV02194",7.97241775300087,0
"3970","Groundnut","T2",0.2,0.5,"ICGV02206",10.1873120564217,0
"3971","Groundnut","T2",0.2,0.5,"ICGV02242",13.1670776522837,0
"3972","Groundnut","T2",0.2,0.5,"ICGV02251",8.17115098813151,0
"3973","Groundnut","T2",0.2,0.5,"ICGV02266",9.91179772758396,9.91179772758396
"3974","Groundnut","T2",0.2,0.5,"ICGV02271",10.5702884620469,0
"3975","Groundnut","T2",0.2,0.5,"ICGV02286",12.3292818006176,0
"3976","Groundnut","T2",0.2,0.5,"ICGV02287",10.7312443190657,10.7312443190657
"3977","Groundnut","T2",0.2,0.5,"ICGV02290",7.51407958116142,0
"3978","Groundnut","T2",0.2,0.5,"ICGV02298",9.91297321557723,0
"3979","Groundnut","T2",0.2,0.5,"ICGV02317",10.4500361835371,10.4500361835371
"3980","Groundnut","T2",0.2,0.5,"ICGV02321",11.3628695947882,0
"3981","Groundnut","T2",0.2,0.5,"ICGV02323",16.2200563135778,16.2200563135778
"3982","Groundnut","T2",0.2,0.5,"ICGV02411",14.6286248080794,14.6286248080794
"3983","Groundnut","T2",0.2,0.5,"ICGV02434",8.51688999498487,0
"3984","Groundnut","T2",0.2,0.5,"ICGV02446",9.61670294574777,0
"3985","Groundnut","T2",0.2,0.5,"ICGV03042",14.0568574200078,14.0568574200078
"3986","Groundnut","T2",0.2,0.5,"ICGV03043",14.6128760071266,14.6128760071266
"3987","Groundnut","T2",0.2,0.5,"ICGV03056",12.4787025406134,12.4787025406134
"3988","Groundnut","T2",0.2,0.5,"ICGV03064",14.7431069383862,14.7431069383862
"3989","Groundnut","T2",0.2,0.5,"ICGV03128",14.8877157340248,14.8877157340248
"3990","Groundnut","T2",0.2,0.5,"ICGV03136",9.12217521063882,0
"3991","Groundnut","T2",0.2,0.5,"ICGV03184",10.5307173057235,0
"3992","Groundnut","T2",0.2,0.5,"ICGV03207",10.8389010417825,0
"3993","Groundnut","T2",0.2,0.5,"ICGV03397",6.57209692166482,0
"3994","Groundnut","T2",0.2,0.5,"ICGV03398",11.0274433016499,0
"3995","Groundnut","T2",0.2,0.5,"ICGV04018",9.93172488408739,0
"3996","Groundnut","T2",0.2,0.5,"ICGV04044",11.6071809379621,0
"3997","Groundnut","T2",0.2,0.5,"ICGV04087",14.2033900901815,14.2033900901815
"3998","Groundnut","T2",0.2,0.5,"ICGV04115",10.3240683202455,0
"3999","Groundnut","T2",0.2,0.5,"ICGV04124",9.73596486845558,0
"4000","Groundnut","T2",0.2,0.5,"ICGV04149",10.6685237382768,10.6685237382768
"4001","Groundnut","T2",0.2,0.5,"ICGV05032",12.0399376778292,0
"4002","Groundnut","T2",0.2,0.5,"ICGV05036",13.3843817295816,0
"4003","Groundnut","T2",0.2,0.5,"ICGV05057",12.2151395751954,0
"4004","Groundnut","T2",0.2,0.5,"ICGV05100",11.4760461325343,0
"4005","Groundnut","T2",0.2,0.5,"ICGV05141",12.4481806274046,0
"4006","Groundnut","T2",0.2,0.5,"ICGV05155",13.8882777627511,13.8882777627511
"4007","Groundnut","T2",0.2,0.5,"ICGV05161",12.9238940721054,12.9238940721054
"4008","Groundnut","T2",0.2,0.5,"ICGV05163",16.790983191846,16.790983191846
"4009","Groundnut","T2",0.2,0.5,"ICGV05176",10.8801002357582,10.8801002357582
"4010","Groundnut","T2",0.2,0.5,"ICGV05198",14.5997652725364,14.5997652725364
"4011","Groundnut","T2",0.2,0.5,"ICGV06040",11.5365951995184,0
"4012","Groundnut","T2",0.2,0.5,"ICGV06042",11.2770685103624,11.2770685103624
"4013","Groundnut","T2",0.2,0.5,"ICGV06049",8.44778087077575,8.44778087077575
"4014","Groundnut","T2",0.2,0.5,"ICGV06099",16.1492516434161,16.1492516434161
"4015","Groundnut","T2",0.2,0.5,"ICGV06110",10.3230070734099,0
"4016","Groundnut","T2",0.2,0.5,"ICGV06142",15.0606739084105,0
"4017","Groundnut","T2",0.2,0.5,"ICGV06175",9.70704680086744,9.70704680086744
"4018","Groundnut","T2",0.2,0.5,"ICGV06188",11.0329962867103,0
"4019","Groundnut","T2",0.2,0.5,"ICGV06234",10.1311880852103,10.1311880852103
"4020","Groundnut","T2",0.2,0.5,"ICGV06347",10.4300080762884,10.4300080762884
"4021","Groundnut","T2",0.2,0.5,"ICGV06420",11.8002602312973,11.8002602312973
