"","Data","Trait","Fold","k","Env","Top_percentage_to_select","Line","Observed","Predicted","Line.1","Observed.1","Predicted.1","Line.2","Observed.2","Predicted.2"
"103","Indica_AL","GY",2,1,NA,0.2,"Line_283",11342.8505084685,11342.8505084685,"Line_283",12231.384518898,11342.8505084685,"Line_283",12231.384518898,0
"104","Indica_AL","GY",2,1,NA,0.2,"Line_316",10551.0453406988,0,"Line_316",10311.7710401854,0,"Line_316",10311.7710401854,0
"105","Indica_AL","GY",2,1,NA,0.2,"Line_138",10516.2183739989,0,"Line_138",9796.56256977377,0,"Line_138",9796.56256977377,0
"106","Indica_AL","GY",2,1,NA,0.2,"Line_52",11332.1019040165,0,"Line_52",11815.5705398257,0,"Line_52",11815.5705398257,1
"107","Indica_AL","GY",2,1,NA,0.2,"Line_239",9821.70938789168,0,"Line_239",9359.10560035358,0,"Line_239",9359.10560035358,0
"108","Indica_AL","GY",2,1,NA,0.2,"Line_77",11347.4072453375,11347.4072453375,"Line_77",11407.3061507878,11347.4072453375,"Line_77",11407.3061507878,0
"109","Indica_AL","GY",2,1,NA,0.2,"Line_194",10004.7542710496,0,"Line_194",11388.6494019634,0,"Line_194",11388.6494019634,0
"110","Indica_AL","GY",2,1,NA,0.2,"Line_256",11316.4514116493,0,"Line_256",11785.871038896,0,"Line_256",11785.871038896,0
"111","Indica_AL","GY",2,1,NA,0.2,"Line_262",10152.8544090692,0,"Line_262",8724.72083653828,0,"Line_262",8724.72083653828,0
"112","Indica_AL","GY",2,1,NA,0.2,"Line_30",11328.6657912934,0,"Line_30",11988.6321614654,0,"Line_30",11988.6321614654,0
"113","Indica_AL","GY",2,1,NA,0.2,"Line_48",11262.3429065508,0,"Line_48",11589.0346625757,0,"Line_48",11589.0346625757,0
"114","Indica_AL","GY",2,1,NA,0.2,"Line_11",11259.7556224705,0,"Line_11",10592.5588867954,0,"Line_11",10592.5588867954,0
"115","Indica_AL","GY",2,1,NA,0.2,"Line_269",11301.5855385216,0,"Line_269",11285.0121247631,0,"Line_269",11285.0121247631,1
"116","Indica_AL","GY",2,1,NA,0.2,"Line_185",10213.4883772888,0,"Line_185",9518.61650332875,0,"Line_185",9518.61650332875,0
"117","Indica_AL","GY",2,1,NA,0.2,"Line_248",11381.3579741135,11381.3579741135,"Line_248",11495.4504165427,11381.3579741135,"Line_248",11495.4504165427,0
"118","Indica_AL","GY",2,1,NA,0.2,"Line_42",11341.7052432122,11341.7052432122,"Line_42",11421.8551988108,11341.7052432122,"Line_42",11421.8551988108,0
"119","Indica_AL","GY",2,1,NA,0.2,"Line_146",10470.1305529429,0,"Line_146",10565.6456554229,0,"Line_146",10565.6456554229,0
"120","Indica_AL","GY",2,1,NA,0.2,"Line_227",11036.1881202697,0,"Line_227",10839.2626410463,0,"Line_227",10839.2626410463,0
"121","Indica_AL","GY",2,1,NA,0.2,"Line_130",11324.4546317014,0,"Line_130",12252.5315214547,0,"Line_130",12252.5315214547,0
"122","Indica_AL","GY",2,1,NA,0.2,"Line_113",11368.3364417521,11368.3364417521,"Line_113",11912.5181365364,11368.3364417521,"Line_113",11912.5181365364,0
"123","Indica_AL","GY",2,1,NA,0.2,"Line_315",10349.204640799,0,"Line_315",9778.18644126671,0,"Line_315",9778.18644126671,0
"124","Indica_AL","GY",2,1,NA,0.2,"Line_170",10685.7048114461,0,"Line_170",10390.7595681515,0,"Line_170",10390.7595681515,0
"125","Indica_AL","GY",2,1,NA,0.2,"Line_212",10699.7251307985,0,"Line_212",11868.190604866,0,"Line_212",11868.190604866,0
"126","Indica_AL","GY",2,1,NA,0.2,"Line_44",11322.8206845564,0,"Line_44",11329.4001836404,0,"Line_44",11329.4001836404,0
"127","Indica_AL","GY",2,1,NA,0.2,"Line_17",11326.7578310158,0,"Line_17",11047.626971511,0,"Line_17",11047.626971511,1
"128","Indica_AL","GY",2,1,NA,0.2,"Line_169",10642.1320209908,0,"Line_169",9001.02881839352,0,"Line_169",9001.02881839352,0
"129","Indica_AL","GY",2,1,NA,0.2,"Line_96",11332.9476232513,11332.9476232513,"Line_96",11551.8250110642,11332.9476232513,"Line_96",11551.8250110642,0
"130","Indica_AL","GY",2,1,NA,0.2,"Line_236",10551.5113003358,0,"Line_236",10023.175094859,0,"Line_236",10023.175094859,0
"131","Indica_AL","GY",3,1,NA,0.2,"Line_39",10973.1639433944,0,"Line_39",10710.2675676843,0,"Line_39",10710.2675676843,0
"132","Indica_AL","GY",3,1,NA,0.2,"Line_266",11361.9677342497,11361.9677342497,"Line_266",11164.187613198,11361.9677342497,"Line_266",11164.187613198,0
"133","Indica_AL","GY",3,1,NA,0.2,"Line_224",11029.2087699711,0,"Line_224",11234.6706821175,0,"Line_224",11234.6706821175,0
"134","Indica_AL","GY",3,1,NA,0.2,"Line_130",11344.3813626033,0,"Line_130",12252.5315214547,0,"Line_130",12252.5315214547,0
"135","Indica_AL","GY",3,1,NA,0.2,"Line_98",11330.0789574412,0,"Line_98",9824.58353247243,0,"Line_98",9824.58353247243,1
"136","Indica_AL","GY",3,1,NA,0.2,"Line_52",11330.3973214833,0,"Line_52",11815.5705398257,0,"Line_52",11815.5705398257,0
"137","Indica_AL","GY",3,1,NA,0.2,"Line_263",11298.9183390454,0,"Line_263",11979.3309226568,0,"Line_263",11979.3309226568,0
"138","Indica_AL","GY",3,1,NA,0.2,"Line_25",11349.5807293925,0,"Line_25",11348.7905456751,0,"Line_25",11348.7905456751,1
"139","Indica_AL","GY",3,1,NA,0.2,"Line_141",9900.19499462481,0,"Line_141",9924.05508310655,0,"Line_141",9924.05508310655,0
"140","Indica_AL","GY",3,1,NA,0.2,"Line_192",10689.3224770424,0,"Line_192",9804.04170641431,0,"Line_192",9804.04170641431,1
"141","Indica_AL","GY",3,1,NA,0.2,"Line_220",10924.5130451477,0,"Line_220",11433.4030270708,0,"Line_220",11433.4030270708,0
"142","Indica_AL","GY",3,1,NA,0.2,"Line_131",11361.3542460819,11361.3542460819,"Line_131",12255.4067221208,11361.3542460819,"Line_131",12255.4067221208,1
"143","Indica_AL","GY",3,1,NA,0.2,"Line_196",10327.0742340722,0,"Line_196",9953.33742578296,0,"Line_196",9953.33742578296,0
"144","Indica_AL","GY",3,1,NA,0.2,"Line_99",11321.7588487144,0,"Line_99",11142.4688041161,0,"Line_99",11142.4688041161,0
"145","Indica_AL","GY",3,1,NA,0.2,"Line_247",11338.3103282933,0,"Line_247",11898.0562734338,0,"Line_247",11898.0562734338,0
"146","Indica_AL","GY",3,1,NA,0.2,"Line_221",11000.3309043012,0,"Line_221",10401.5064922521,0,"Line_221",10401.5064922521,0
"147","Indica_AL","GY",3,1,NA,0.2,"Line_34",11349.5895284168,11349.5895284168,"Line_34",10952.3688819415,11349.5895284168,"Line_34",10952.3688819415,0
"148","Indica_AL","GY",3,1,NA,0.2,"Line_50",11332.5294699961,0,"Line_50",10842.6613693718,0,"Line_50",10842.6613693718,0
"149","Indica_AL","GY",3,1,NA,0.2,"Line_109",11348.8301002932,0,"Line_109",11403.8869581336,0,"Line_109",11403.8869581336,0
"150","Indica_AL","GY",3,1,NA,0.2,"Line_134",11336.5477399318,0,"Line_134",11794.8455945005,0,"Line_134",11794.8455945005,1
"151","Indica_AL","GY",3,1,NA,0.2,"Line_118",11328.6630659205,0,"Line_118",11542.0601132309,0,"Line_118",11542.0601132309,0
"152","Indica_AL","GY",3,1,NA,0.2,"Line_161",9620.78061777839,0,"Line_161",9875.86120237653,0,"Line_161",9875.86120237653,0
"153","Indica_AL","GY",3,1,NA,0.2,"Line_70",11331.3598098855,0,"Line_70",11046.6500625686,0,"Line_70",11046.6500625686,0
"154","Indica_AL","GY",3,1,NA,0.2,"Line_111",11331.3080044426,0,"Line_111",11834.142032889,0,"Line_111",11834.142032889,0
"155","Indica_AL","GY",3,1,NA,0.2,"Line_166",10198.0246397435,0,"Line_166",10090.9421414517,0,"Line_166",10090.9421414517,0
"156","Indica_AL","GY",3,1,NA,0.2,"Line_124",10618.1691675169,0,"Line_124",10849.4618138856,0,"Line_124",10849.4618138856,0
"157","Indica_AL","GY",3,1,NA,0.2,"Line_216",10839.8473329096,0,"Line_216",10678.1884670397,0,"Line_216",10678.1884670397,0
"158","Indica_AL","GY",3,1,NA,0.2,"Line_154",10102.3444906271,0,"Line_154",11143.1383284874,0,"Line_154",11143.1383284874,0
"159","Indica_AL","GY",3,1,NA,0.2,"Line_212",10722.3457711951,0,"Line_212",11868.190604866,0,"Line_212",11868.190604866,0
"160","Indica_AL","GY",3,1,NA,0.2,"Line_19",11221.3449656985,0,"Line_19",11337.0306791226,0,"Line_19",11337.0306791226,0
"161","Indica_AL","GY",3,1,NA,0.2,"Line_320",11335.760983661,0,"Line_320",11312.2581897049,0,"Line_320",11312.2581897049,1
"162","Indica_AL","GY",3,1,NA,0.2,"Line_262",9342.94045925384,0,"Line_262",8724.72083653828,0,"Line_262",8724.72083653828,0
"163","Indica_AL","GY",3,1,NA,0.2,"Line_9",11396.692268506,11396.692268506,"Line_9",11333.3359454338,11396.692268506,"Line_9",11333.3359454338,0
"164","Indica_AL","GY",3,1,NA,0.2,"Line_222",10981.241790316,0,"Line_222",11063.3958002745,0,"Line_222",11063.3958002745,0
"165","Indica_AL","GY",3,1,NA,0.2,"Line_16",11399.0186264697,11399.0186264697,"Line_16",11684.6962971781,11399.0186264697,"Line_16",11684.6962971781,0
"166","Indica_AL","GY",3,1,NA,0.2,"Line_128",11347.0767393939,0,"Line_128",11267.6432462009,0,"Line_128",11267.6432462009,1
"167","Indica_AL","GY",3,1,NA,0.2,"Line_51",11353.2614675728,11353.2614675728,"Line_51",11706.9029024464,11353.2614675728,"Line_51",11706.9029024464,0
"168","Indica_AL","GY",3,1,NA,0.2,"Line_248",11396.038340635,11396.038340635,"Line_248",11495.4504165427,11396.038340635,"Line_248",11495.4504165427,0
"169","Indica_AL","GY",3,1,NA,0.2,"Line_265",11340.4284994355,0,"Line_265",11579.7689338205,0,"Line_265",11579.7689338205,1
"170","Indica_AL","GY",3,1,NA,0.2,"Line_311",10401.7064934086,0,"Line_311",9514.90418951135,0,"Line_311",9514.90418951135,1
"171","Indica_AL","GY",3,1,NA,0.2,"Line_271",11331.6465674516,0,"Line_271",11745.0751331562,0,"Line_271",11745.0751331562,0
"172","Indica_AL","GY",3,1,NA,0.2,"Line_95",11306.6684292972,0,"Line_95",11256.122832691,0,"Line_95",11256.122832691,0
"173","Indica_AL","GY",3,1,NA,0.2,"Line_157",10977.9139198577,0,"Line_157",11009.951089253,0,"Line_157",11009.951089253,1
"174","Indica_AL","GY",3,1,NA,0.2,"Line_106",11346.9627842252,0,"Line_106",10541.7833376534,0,"Line_106",10541.7833376534,0
"175","Indica_AL","GY",3,1,NA,0.2,"Line_315",10500.1286989059,0,"Line_315",9778.18644126671,0,"Line_315",9778.18644126671,0
"176","Indica_AL","GY",3,1,NA,0.2,"Line_193",10114.9236203791,0,"Line_193",9917.09078974418,0,"Line_193",9917.09078974418,0
"177","Indica_AL","GY",3,1,NA,0.2,"Line_276",11318.2126673612,0,"Line_276",11122.4801771926,0,"Line_276",11122.4801771926,0
"178","Indica_AL","GY",3,1,NA,0.2,"Line_213",11140.9008661759,0,"Line_213",11322.100780097,0,"Line_213",11322.100780097,0
"179","Indica_AL","GY",3,1,NA,0.2,"Line_277",11320.8071464525,0,"Line_277",11079.4130658885,0,"Line_277",11079.4130658885,0
"180","Indica_AL","GY",3,1,NA,0.2,"Line_252",11352.1458277258,11352.1458277258,"Line_252",10965.56081736,11352.1458277258,"Line_252",10965.56081736,0
"181","Indica_AL","GY",3,1,NA,0.2,"Line_96",11360.511582633,11360.511582633,"Line_96",11551.8250110642,11360.511582633,"Line_96",11551.8250110642,0
"182","Indica_AL","GY",3,1,NA,0.2,"Line_164",10570.5904450938,0,"Line_164",10595.7761617877,0,"Line_164",10595.7761617877,0
