"","Data","Trait","Fold","k","Env","Top_percentage_to_select","Line","Observed","Predicted","Line.1","Observed.1","Predicted.1","Line.2","Observed.2","Predicted.2"
"114","Japonica_AL","GY",2,1,NA,0.2,"Line_185",8015.81615221267,0,"Line_185",7864.46366701557,0,"Line_185",7864.46366701557,1
"115","Japonica_AL","GY",2,1,NA,0.2,"Line_249",9056.82473379215,9056.82473379215,"Line_249",9812.77915239133,9056.82473379215,"Line_249",9812.77915239133,0
"116","Japonica_AL","GY",2,1,NA,0.2,"Line_49",8101.93000568167,0,"Line_49",7883.86560863068,0,"Line_49",7883.86560863068,0
"117","Japonica_AL","GY",2,1,NA,0.2,"Line_146",8141.52179708491,0,"Line_146",8686.50047564191,0,"Line_146",8686.50047564191,0
"118","Japonica_AL","GY",2,1,NA,0.2,"Line_228",8329.34029464991,0,"Line_228",8371.18480123212,0,"Line_228",8371.18480123212,0
"119","Japonica_AL","GY",2,1,NA,0.2,"Line_130",8116.37359925239,0,"Line_130",6698.52469992096,0,"Line_130",6698.52469992096,0
"120","Japonica_AL","GY",2,1,NA,0.2,"Line_113",8281.00699238452,0,"Line_113",8321.17004249748,0,"Line_113",8321.17004249748,0
"121","Japonica_AL","GY",2,1,NA,0.2,"Line_316",8321.51125635075,0,"Line_316",8292.9692276847,0,"Line_316",8292.9692276847,0
"122","Japonica_AL","GY",2,1,NA,0.2,"Line_170",8764.1204411986,8764.1204411986,"Line_170",8779.94312826664,8764.1204411986,"Line_170",8779.94312826664,1
"123","Japonica_AL","GY",2,1,NA,0.2,"Line_213",8554.17728742885,0,"Line_213",9009.83117665428,0,"Line_213",9009.83117665428,0
"124","Japonica_AL","GY",2,1,NA,0.2,"Line_17",8280.08418160224,0,"Line_17",8444.7913951317,0,"Line_17",8444.7913951317,0
"125","Japonica_AL","GY",2,1,NA,0.2,"Line_169",8419.4102628094,0,"Line_169",8743.7582498804,0,"Line_169",8743.7582498804,0
"126","Japonica_AL","GY",2,1,NA,0.2,"Line_96",8580.55834587399,8580.55834587399,"Line_96",8732.2776342211,8580.55834587399,"Line_96",8732.2776342211,1
"127","Japonica_AL","GY",2,1,NA,0.2,"Line_237",8396.39779389844,0,"Line_237",8507.18244718193,0,"Line_237",8507.18244718193,0
"128","Japonica_AL","GY",2,1,NA,0.2,"Line_272",8251.38788218067,0,"Line_272",7416.53006606296,0,"Line_272",7416.53006606296,0
"129","Japonica_AL","GY",3,1,NA,0.2,"Line_45",8106.64005282604,0,"Line_45",8175.1659669166,0,"Line_45",8175.1659669166,0
"130","Japonica_AL","GY",3,1,NA,0.2,"Line_267",8392.23427837592,0,"Line_267",7922.50488193882,0,"Line_267",7922.50488193882,0
"131","Japonica_AL","GY",3,1,NA,0.2,"Line_225",8178.33272173618,0,"Line_225",8457.85807594282,0,"Line_225",8457.85807594282,0
"132","Japonica_AL","GY",3,1,NA,0.2,"Line_130",7967.15287104291,0,"Line_130",6698.52469992096,0,"Line_130",6698.52469992096,0
"133","Japonica_AL","GY",3,1,NA,0.2,"Line_98",8221.97418247547,0,"Line_98",7524.89573841045,0,"Line_98",7524.89573841045,1
"134","Japonica_AL","GY",3,1,NA,0.2,"Line_59",8243.36900028033,0,"Line_59",8859.01152168497,0,"Line_59",8859.01152168497,0
"135","Japonica_AL","GY",3,1,NA,0.2,"Line_264",8737.68042400419,8737.68042400419,"Line_264",8509.12992099548,8737.68042400419,"Line_264",8509.12992099548,0
"136","Japonica_AL","GY",3,1,NA,0.2,"Line_250",8866.21519800059,8866.21519800059,"Line_250",9301.18846074719,8866.21519800059,"Line_250",9301.18846074719,1
"137","Japonica_AL","GY",3,1,NA,0.2,"Line_141",8316.29399566599,0,"Line_141",8154.3186930273,0,"Line_141",8154.3186930273,0
"138","Japonica_AL","GY",3,1,NA,0.2,"Line_192",8393.76205004449,0,"Line_192",8232.02386173065,0,"Line_192",8232.02386173065,1
"139","Japonica_AL","GY",3,1,NA,0.2,"Line_221",8474.64155163983,0,"Line_221",8974.49251653094,0,"Line_221",8974.49251653094,0
"140","Japonica_AL","GY",3,1,NA,0.2,"Line_131",8639.23543412953,8639.23543412953,"Line_131",9536.25485327739,8639.23543412953,"Line_131",9536.25485327739,1
"141","Japonica_AL","GY",3,1,NA,0.2,"Line_196",8310.02836046452,0,"Line_196",8173.93460812427,0,"Line_196",8173.93460812427,0
"142","Japonica_AL","GY",3,1,NA,0.2,"Line_99",8143.73278930319,0,"Line_99",8165.14076858188,0,"Line_99",8165.14076858188,0
"143","Japonica_AL","GY",3,1,NA,0.2,"Line_248",8797.99188053942,8797.99188053942,"Line_248",9363.80359422215,8797.99188053942,"Line_248",9363.80359422215,0
"144","Japonica_AL","GY",3,1,NA,0.2,"Line_222",8207.66765498153,0,"Line_222",8226.9906136597,0,"Line_222",8226.9906136597,0
"145","Japonica_AL","GY",3,1,NA,0.2,"Line_40",8243.30273915598,0,"Line_40",8014.9803416381,0,"Line_40",8014.9803416381,0
