"","Data","Env","Trait","Top_percentage_to_select","K_Value","Line","Observed","Predicted"
"1","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1254",104.8,0
"2","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1257",111.7,0
"3","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1258",112.8,0
"4","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1259",97.1,0
"5","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1260",109.2,0
"6","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1261",98,0
"7","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1262",90.5,0
"8","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1263",96.2,0
"9","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1264",91.5,0
"10","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1265",104.5,0
"11","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1266",88,0
"12","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1267",104.9,0
"13","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1268",101.7,0
"14","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1269",106.7,0
"15","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1270",107,0
"16","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1271",100.2,0
"17","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1272",93.4,0
"18","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1273",108.5,0
"19","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1274",94.9,0
"20","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1275",100.7,0
"21","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1276",109.2,0
"22","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1277",107.2,0
"23","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1278",102.5,0
"24","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1279",95.4,0
"25","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1280",101.8,0
"26","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1281",111.1,0
"27","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1282",118.7,0
"28","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1283",106.6,0
"29","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1284",104,0
"30","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1285",99.4,0
"31","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1286",106.5,0
"32","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1288",105.9,0
"33","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1289",114.2,0
"34","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1290",104.2,0
"35","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1291",97.9,0
"36","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1292",100.2,0
"37","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1293",99.3,0
"38","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1294",105.2,0
"39","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1295",98.1,0
"40","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1296",103.8,0
"41","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1297",99.4,0
"42","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1302",105.7,0
"43","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1304",113.6,0
"44","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1307",105.7,0
"45","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1309",109.3,0
"46","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1310",106.5,0
"47","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1311",99.1,0
"48","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1312",110.5,0
"49","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1313",100,0
"50","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1314",107.6,0
"51","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1316",107.7,0
"52","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1317",111.1,0
"53","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1318",113.3,0
"54","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1319",118.4,118.4
"55","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1320",109.8,0
"56","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1321",108.3,0
"57","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1322",98.6,0
"58","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1323",96.9,0
"59","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1324",132.3,132.3
"60","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1325",106.6,0
"61","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1326",107.8,0
"62","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1328",107.3,0
"63","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1329",113,0
"64","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1330",116,0
"65","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1331",103.5,0
"66","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1332",100.9,0
"67","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1333",105.2,0
"68","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1335",110.9,0
"69","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1336",107.3,0
"70","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1337",106,0
"71","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1338",108.5,0
"72","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1339",111.3,0
"73","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1340",115.6,0
"74","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1341",113.3,0
"75","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1342",110,0
"76","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"A1343",107.6,0
"77","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1005",94.4,0
"78","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1007",103.7,0
"79","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1008",85.1,0
"80","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1009",91.3,0
"81","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1010",101.4,0
"82","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1011",118.6,118.6
"83","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1012",100.2,0
"84","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1014",99.7,0
"85","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1016",109.2,0
"86","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1017",92.3,0
"87","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1018",94.6,0
"88","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1019",105.2,0
"89","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1022",103.5,0
"90","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1024",93.5,0
"91","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1025",99.2,0
"92","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1026",97.3,0
"93","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1027",97.5,0
"94","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1028",129.8,129.8
"95","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1029",118.6,0
"96","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1030",124.9,124.9
"97","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1031",108,0
"98","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1032",111.6,0
"99","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1033",110.1,0
"100","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1034",109.3,0
"101","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1035",112.4,0
"102","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1036",109.7,0
"103","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1037",114.3,0
"104","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1038",100.8,0
"105","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1039",99,0
"106","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1040",115.3,0
"107","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1041",110.1,0
"108","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1042",105.3,0
"109","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1043",99.2,0
"110","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1044",112.6,0
"111","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1045",106.2,0
"112","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1047",106.5,0
"113","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1051",100.2,0
"114","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1053",103.9,0
"115","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1054",106.1,0
"116","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1055",104.2,0
"117","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1056",105,0
"118","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1057",101.2,0
"119","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1058",105,0
"120","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1059",108.7,0
"121","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1060",113.3,0
"122","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1061",100.8,0
"123","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1062",99.7,0
"124","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1064",90.6,0
"125","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1065",87.9,0
"126","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1066",103.7,0
"127","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1067",105.5,0
"128","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1068",102.9,0
"129","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1069",98,0
"130","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1070",99.1,0
"131","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1071",87.9,0
"132","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1072",83.9,0
"133","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1073",100.8,0
"134","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1074",105.5,0
"135","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1075",113.1,0
"136","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1076",97.7,0
"137","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1078",98.2,0
"138","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1080",107.2,0
"139","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1082",115.2,0
"140","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1083",99.3,0
"141","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1084",105.2,0
"142","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1085",101.9,0
"143","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1086",113,0
"144","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1088",104.7,0
"145","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1091",104.1,0
"146","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1093",102.8,0
"147","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1094",118.9,118.9
"148","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1102",111.4,0
"149","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1103",108,0
"150","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1104",108.2,0
"151","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1105",104.6,0
"152","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1106",99.1,0
"153","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1107",108.4,0
"154","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1108",99.9,0
"155","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1110",113.1,0
"156","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1111",113.5,0
"157","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1112",102.4,0
"158","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1113",91.7,0
"159","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1114",100.8,0
"160","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1116",96.5,0
"161","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1117",97.3,0
"162","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1118",99.3,0
"163","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1119",111,0
"164","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1120",97.1,0
"165","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1121",104.2,0
"166","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1122",104.2,0
"167","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1124",99.5,0
"168","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1125",100.4,0
"169","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1126",113.6,0
"170","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1128",113.3,0
"171","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1129",94.8,0
"172","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1130",104.9,0
"173","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1131",101.7,0
"174","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1133",114.6,0
"175","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1135",103.5,0
"176","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1136",98.6,0
"177","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1137",103,0
"178","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1138",101.7,0
"179","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1139",108.7,0
"180","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1140",115.1,0
"181","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1141",106.7,0
"182","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1142",102.8,0
"183","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1143",102.7,0
"184","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1144",101.4,0
"185","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1145",112.2,0
"186","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1146",112.2,0
"187","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1147",116.2,116.2
"188","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1151",114.2,0
"189","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1152",108.7,0
"190","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1153",109.3,0
"191","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1155",106.1,0
"192","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1157",109.7,0
"193","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1158",104.6,0
"194","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1159",108.6,0
"195","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1160",96.3,0
"196","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1161",102.3,0
"197","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1162",117.7,117.7
"198","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1163",122.4,122.4
"199","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1164",114.1,0
"200","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1165",110.6,0
"201","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1166",108.8,0
"202","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1167",114.2,0
"203","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1168",105.8,0
"204","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1169",109.3,0
"205","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1170",108.7,0
"206","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1171",115.8,0
"207","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1172",116,0
"208","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1173",127.7,127.7
"209","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1174",109.5,0
"210","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1175",107.3,0
"211","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1176",104.3,0
"212","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1177",101.4,0
"213","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1179",103.7,0
"214","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1180",100.4,0
"215","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1181",95.3,0
"216","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1183",121.3,121.3
"217","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1184",112.5,0
"218","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1185",105.4,0
"219","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1186",108.2,0
"220","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1187",113.8,0
"221","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1188",105.8,0
"222","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1189",111.6,0
"223","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1190",117.1,0
"224","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1191",116,0
"225","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1192",114.7,0
"226","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1193",116.3,116.3
"227","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1194",102,0
"228","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1195",114.3,0
"229","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1196",108.6,0
"230","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1197",102.5,0
"231","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1201",108.5,0
"232","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1202",101.7,0
"233","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1203",108.3,0
"234","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1204",112.7,0
"235","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1205",110.4,0
"236","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1206",109.5,0
"237","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1207",109.4,0
"238","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1208",102.9,0
"239","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1209",102.9,0
"240","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1210",103.1,0
"241","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1211",110.4,0
"242","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1216",107.4,0
"243","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1217",116.8,0
"244","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1218",101,0
"245","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1219",111,0
"246","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1220",107.7,0
"247","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1222",107.5,0
"248","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1223",97.7,0
"249","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1224",111.5,0
"250","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1225",106,0
"251","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1227",113.2,0
"252","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1228",101.9,0
"253","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1229",106.8,0
"254","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1230",111.9,0
"255","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1231",110.2,0
"256","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1232",108,0
"257","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1233",97.9,0
"258","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1234",114.6,0
"259","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1235",110.4,0
"260","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1236",107.4,0
"261","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1237",112.4,0
"262","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1238",111.1,0
"263","Rice_IRRI_Philippines_Spindel_2015","2012DSRYT","T1",0.1,1,"B1239",129.6,129.6
